cell1 143 380
cell1 142 299
cell1 161 236
cell1 237 267
cell1 237 359
cell1 210 408
cell1 210 408
cell2 260 374
cell2 260 273
cell2 268 163
cell2 277 126
cell2 347 161
cell2 377 327
cell2 353 393
cell2 353 393
cell3 353 393
cell4 198 229
cell4 183 127
cell4 214 58
cell4 325 69
cell4 248 180
cell4 234 260
cell4 234 260
cell5 239 472
cell5 193 464
cell5 230 437
cell5 277 444
